Date	Alarm Type	Meter Number	Feeder Code	Feeder Name	Substation	Subdivision	Alarm Time	Log Time in the Server
22-06-2024	METER_FIRST_BREATH	1000000	FD12345	Paltan Bazar Feeder	Paltan Bazar	Guwahati -1	22-06-2024 06:20	22-06-2024 06:22
22-06-2024	METER_LAST_GASP	1000000	FD12346	Paltan Bazar Feeder	Paltan Bazar	Guwahati -2	22-06-2024 06:40	22-06-2024 06:42
22-06-2024	METER_FIRST_BREATH	1000000	FD12345	Paltan Bazar Feeder	Paltan Bazar	Guwahati -1	22-06-2024 10:55	22-06-2024 10:57
22-06-2024	METER_LAST_GASP	1000000	FD12346	Paltan Bazar Feeder	Paltan Bazar	Guwahati -2	22-06-2024 11:15	22-06-2024 11:17
22-06-2024	METER_FIRST_BREATH	1000000	FD12345	Paltan Bazar Feeder	Paltan Bazar	Guwahati -1	22-06-2024 15:30	22-06-2024 15:32
22-06-2024	METER_LAST_GASP	1000000	FD12346	Paltan Bazar Feeder	Paltan Bazar	Guwahati -2	22-06-2024 15:50	22-06-2024 15:
						
22-06-2024	METER_FIRST_BREATH	1000000	FD12345	Paltan Bazar Feeder	Paltan Bazar	Guwahati -1	22-06-2024 20:05	22-06-2024 20:07
22-06-2024	METER_LAST_GASP	1000000	FD12346	Paltan Bazar Feeder	Paltan Bazar	Guwahati -2	22-06-2024 20:25	22-06-2024 20:27
22-06-2024	METER_FIRST_BREATH	1000000	FD12345	Paltan Bazar Feeder	Paltan Bazar	Guwahati -1	22-06-2024 23:45	22-06-2024 23:47
22-06-2024	METER_LAST_GASP	1000000	FD12346	Paltan Bazar Feeder	Paltan Bazar	Guwahati -2	23-06-2024 00:05	23-06-2024 00:07
23-06-2024	METER_FIRST_BREATH	1000000	FD12345	Paltan Bazar Feeder	Paltan Bazar	Guwahati -1	23-06-2024 06:10	23-06-2024 06:12
23-06-2024	METER_LAST_GASP	1000000	FD12346	Paltan Bazar Feeder	Paltan Bazar	Guwahati -2	23-06-2024 06:30	23-06-2024 06:32
23-06-2024	METER_FIRST_BREATH	1000000	FD12345	Paltan Bazar Feeder	Paltan Bazar	Guwahati -1	23-06-2024 10:40	23-06-2024 10:42
23-06-2024	METER_LAST_GASP	1000000	FD12346	Paltan Bazar Feeder	Paltan Bazar	Guwahati -2	23-06-2024 11:00	23-06-2024 11:02
23-06-2024	METER_FIRST_BREATH	1000000	FD12345	Paltan Bazar Feeder	Paltan Bazar	Guwahati -1	23-06-2024 15:15	23-06-2024 15:17
23-06-2024	METER_LAST_GASP	1000000	FD12346	Paltan Bazar Feeder	Paltan Bazar	Guwahati -2	23-06-2024 15:35	23-06-2024 15:37
23-06-2024	METER_FIRST_BREATH	1000000	FD12345	Paltan Bazar Feeder	Paltan Bazar	Guwahati -1	23-06-2024 19:50	23-06-2024 19:52
23-06-2024	METER_LAST_GASP	1000000	FD12346	Paltan Bazar Feeder	Paltan Bazar	Guwahati -2	23-06-2024 20:10	23-06-2024 20:12
23-06-2024	METER_FIRST_BREATH	1000000	FD12345	Paltan Bazar Feeder	Paltan Bazar	Guwahati -1	23-06-2024 23:30	23-06-2024 23:32
23-06-2024	METER_LAST_GASP	1000000	FD12346	Paltan Bazar Feeder	Paltan Bazar	Guwahati -2	24-06-2024 00:00	24-06-2024 00:02
24-06-2024	METER_FIRST_BREATH	1000000	FD12345	Paltan Bazar Feeder	Paltan Bazar	Guwahati -1	24-06-2024 06:20	24-06-2024 06:22
24-06-2024	METER_LAST_GASP	1000000	FD12346	Paltan Bazar Feeder	Paltan Bazar	Guwahati -2	24-06-2024 06:40	24-06-2024 06:42
24-06-2024	METER_FIRST_BREATH	1000000	FD12345	Paltan Bazar Feeder	Paltan Bazar	Guwahati -1	24-06-2024 10:55	24-06-2024 10:57
24-06-2024	METER_LAST_GASP	1000000	FD12346	Paltan Bazar Feeder	Paltan Bazar	Guwahati -2	24-06-2024 11:15	24-06-2024 11:17
24-06-2024	METER_FIRST_BREATH	1000000	FD12345	Paltan Bazar Feeder	Paltan Bazar	Guwahati -1	24-06-2024 15:30	24-06-2024 15:32
24-06-2024	METER_LAST_GASP	1000000	FD12346	Paltan Bazar Feeder	Paltan Bazar	Guwahati -2	24-06-2024 15:50	24-06-2024 15:52
24-06-2024	METER_FIRST_BREATH	1000000	FD12345	Paltan Bazar Feeder	Paltan Bazar	Guwahati -1	24-06-2024 20:05	24-06-2024 20:07
24-06-2024	METER_LAST_GASP	1000000	FD12346	Paltan Bazar Feeder	Paltan Bazar	Guwahati -2	24-06-2024 20:25	24-06-2024 20:27
24-06-2024	METER_FIRST_BREATH	1000000	FD12345	Paltan Bazar Feeder	Paltan Bazar	Guwahati -1	24-06-2024 23:45	24-06-2024 23:47
24-06-2024	METER_LAST_GASP	1000000	FD12346	Paltan Bazar Feeder	Paltan Bazar	Guwahati -2	25-06-2024 00:05	25-06-2024 00:07
25-06-2024	METER_FIRST_BREATH	1000000	FD12345	Paltan Bazar Feeder	Paltan Bazar	Guwahati -1	25-06-2024 06:10	25-06-2024 06:12
25-06-2024	METER_LAST_GASP	1000000	FD12346	Paltan Bazar Feeder	Paltan Bazar	Guwahati -2	25-06-2024 06:30	25-06-2024 06:32

25-06-2024	METER_FIRST_BREATH	1000000	FD12345	Paltan Bazar Feeder	Paltan Bazar	Guwahati -1	25-06-2024 10:40	25-06-2024 10:42
25-06-2024	METER_LAST_GASP	1000000	FD12346	Paltan Bazar Feeder	Paltan Bazar	Guwahati -2	25-06-2024 11:00	25-06-2024 11:02
25-06-2024	METER_FIRST_BREATH	1000000	FD12345	Paltan Bazar Feeder	Paltan Bazar	Guwahati -1	25-06-2024 15:15	25-06-2024 15:17
25-06-2024	METER_LAST_GASP	1000000	FD12346	Paltan Bazar Feeder	Paltan Bazar	Guwahati -2	25-06-2024 15:35	25-06-2024 15:37
25-06-2024	METER_FIRST_BREATH	1000000	FD12345	Paltan Bazar Feeder	Paltan Bazar	Guwahati -1	25-06-2024 19:50	25-06-2024 19:52
25-06-2024	METER_LAST_GASP	1000000	FD12346	Paltan Bazar Feeder	Paltan Bazar	Guwahati -2	25-06-2024 20:10	25-06-2024 20:12
25-06-2024	METER_FIRST_BREATH	1000000	FD12345	Paltan Bazar Feeder	Paltan Bazar	Guwahati -1	25-06-2024 23:30	25-06-2024 23:32
25-06-2024	METER_LAST_GASP	1000000	FD12346	Paltan Bazar Feeder	Paltan Bazar	Guwahati -2	26-06-2024 00:00	26-06-2024 00:02
26-06-2024	METER_FIRST_BREATH	1000000	FD12345	Paltan Bazar Feeder	Paltan Bazar	Guwahati -1	26-06-2024 06:20	26-06-2024 06:22
26-06-2024	METER_LAST_GASP	1000000	FD12346	Paltan Bazar Feeder	Paltan Bazar	Guwahati -2	26-06-2024 06:40	26-06-2024 06:42
26-06-2024	METER_FIRST_BREATH	1000000	FD12345	Paltan Bazar Feeder	Paltan Bazar	Guwahati -1	26-06-2024 10:55	26-06-2024 10:57
26-06-2024	METER_LAST_GASP	1000000	FD12346	Paltan Bazar Feeder	Paltan Bazar	Guwahati -2	26-06-2024 11:15	26-06-2024 11:17
26-06-2024	METER_FIRST_BREATH	1000000	FD12345	Paltan Bazar Feeder	Paltan Bazar	Guwahati -1	26-06-2024 15:30	26-06-2024 15:32
26-06-2024	METER_LAST_GASP	1000000	FD12346	Paltan Bazar Feeder	Paltan Bazar	Guwahati -2	26-06-2024 15:50	26-06-2024 15:52
26-06-2024	METER_FIRST_BREATH	1000000	FD12345	Paltan Bazar Feeder	Paltan Bazar	Guwahati -1	26-06-2024 20:05	26-06-2024 20:07
26-06-2024	METER_LAST_GASP	1000000	FD12346	Paltan Bazar Feeder	Paltan Bazar	Guwahati -2	26-06-2024 20:25	26-06-2024 20:27
26-06-2024	METER_FIRST_BREATH	1000000	FD12345	Paltan Bazar Feeder	Paltan Bazar	Guwahati -1	26-06-2024 23:45	26-06-2024 23:47
26-06-2024	METER_LAST_GASP	1000000	FD12346	Paltan Bazar Feeder	Paltan Bazar	Guwahati -2	27-06-2024 00:05	27-06-2024 00:07
27-06-2024	METER_FIRST_BREATH	1000000	FD12345	Paltan Bazar Feeder	Paltan Bazar	Guwahati -1	27-06-2024 06:10	27-06-2024 06:12
27-06-2024	METER_LAST_GASP	1000000	FD12346	Paltan Bazar Feeder	Paltan Bazar	Guwahati -2	27-06-2024 06:30	27-06-2024 06:32
27-06-2024	METER_FIRST_BREATH	1000000	FD12345	Paltan Bazar Feeder	Paltan Bazar	Guwahati -1	27-06-2024 10:40	27-06-2024 10:42
27-06-2024	METER_LAST_GASP	1000000	FD12346	Paltan Bazar Feeder	Paltan Bazar	Guwahati -2	27-06-2024 11:00	27-06-2024 11:02
27-06-2024	METER_FIRST_BREATH	1000000	FD12345	Paltan Bazar Feeder	Paltan Bazar	Guwahati -1	27-06-2024 15:15	27-06-2024 15:17
27-06-2024	METER_LAST_GASP	1000000	FD12346	Paltan Bazar Feeder	Paltan Bazar	Guwahati -2	27-06-2024 15:35	27-06-2024 15:37
27-06-2024	METER_FIRST_BREATH	1000000	FD12345	Paltan Bazar Feeder	Paltan Bazar	Guwahati -1	27-06-2024 19:50	27-06-2024 19:52
27-06-2024	METER_LAST_GASP	1000000	FD12346	Paltan Bazar Feeder	Paltan Bazar	Guwahati -2	27-06-2024 20:10	27-06-2024 20:12

27-06-2024	METER_FIRST_BREATH	1000000	FD12345	Paltan Bazar Feeder	Paltan Bazar	Guwahati -1	27-06-2024 23:30	27-06-2024 23:32
27-06-2024	METER_LAST_GASP	1000000	FD12346	Paltan Bazar Feeder	Paltan Bazar	Guwahati -2	28-06-2024 00:00	28-06-2024 00:02
28-06-2024	METER_FIRST_BREATH	1000000	FD12345	Paltan Bazar Feeder	Paltan Bazar	Guwahati -1	28-06-2024 06:20	28-06-2024 06:22
28-06-2024	METER_LAST_GASP	1000000	FD12346	Paltan Bazar Feeder	Paltan Bazar	Guwahati -2	28-06-2024 06:40	28-06-2024 06:42
28-06-2024	METER_FIRST_BREATH	1000000	FD12345	Paltan Bazar Feeder	Paltan Bazar	Guwahati -1	28-06-2024 10:55	28-06-2024 10:57
28-06-2024	METER_LAST_GASP	1000000	FD12346	Paltan Bazar Feeder	Paltan Bazar	Guwahati -2	28-06-2024 11:15	28-06-2024 11:17
28-06-2024	METER_FIRST_BREATH	1000000	FD12345	Paltan Bazar Feeder	Paltan Bazar	Guwahati -1	28-06-2024 15:30	28-06-2024 15:32
28-06-2024	METER_LAST_GASP	1000000	FD12346	Paltan Bazar Feeder	Paltan Bazar	Guwahati -2	28-06-2024 15:50	28-06-2024 15:52
28-06-2024	METER_FIRST_BREATH	1000000	FD12345	Paltan Bazar Feeder	Paltan Bazar	Guwahati -1	28-06-2024 20:05	28-06-2024 20:07
28-06-2024	METER_LAST_GASP	1000000	FD12346	Paltan Bazar Feeder	Paltan Bazar	Guwahati -2	28-06-2024 20:25	28-06-2024 20:27
28-06-2024	METER_FIRST_BREATH	1000000	FD12345	Paltan Bazar Feeder	Paltan Bazar	Guwahati -1	28-06-2024 23:45	28-06-2024 23:47
28-06-2024	METER_LAST_GASP	1000000	FD12346	Paltan Bazar Feeder	Paltan Bazar	Guwahati -2	29-06-2024 00:05	29-06-2024 00:07
29-06-2024	METER_FIRST_BREATH	1000000	FD12345	Paltan Bazar Feeder	Paltan Bazar	Guwahati -1	29-06-2024 06:10	29-06-2024 06:12
29-06-2024	METER_LAST_GASP	1000000	FD12346	Paltan Bazar Feeder	Paltan Bazar	Guwahati -2	29-06-2024 06:30	29-06-2024 06:32
29-06-2024	METER_FIRST_BREATH	1000000	FD12345	Paltan Bazar Feeder	Paltan Bazar	Guwahati -1	29-06-2024 10:40	29-06-2024 10:42
29-06-2024	METER_LAST_GASP	1000000	FD12346	Paltan Bazar Feeder	Paltan Bazar	Guwahati -2	29-06-2024 11:00	29-06-2024 11:02
29-06-2024	METER_FIRST_BREATH	1000000	FD12345	Paltan Bazar Feeder	Paltan Bazar	Guwahati -1	29-06-2024 15:15	29-06-2024 15:17
29-06-2024	METER_LAST_GASP	1000000	FD12346	Paltan Bazar Feeder	Paltan Bazar	Guwahati -2	29-06-2024 15:35	29-06-2024 15:37
29-06-2024	METER_FIRST_BREATH	1000000	FD12345	Paltan Bazar Feeder	Paltan Bazar	Guwahati -1	29-06-2024 19:50	29-06-2024 19:52
29-06-2024	METER_LAST_GASP	1000000	FD12346	Paltan Bazar Feeder	Paltan Bazar	Guwahati -2	29-06-2024 20:10	29-06-2024 20:12
29-06-2024	METER_FIRST_BREATH	1000000	FD12345	Paltan Bazar Feeder	Paltan Bazar	Guwahati -1	29-06-2024 23:30	29-06-2024 23:32
29-06-2024	METER_LAST_GASP	1000000	FD12346	Paltan Bazar Feeder	Paltan Bazar	Guwahati -2	30-06-2024 00:00	30-06-2024 00:02

30-06-2024	METER_FIRST_BREATH	1000000	FD12345	Paltan Bazar Feeder	Paltan Bazar	Guwahati -1	30-06-2024 06:20	30-06-2024 06:22
30-06-2024	METER_LAST_GASP	1000000	FD12346	Paltan Bazar Feeder	Paltan Bazar	Guwahati -2	30-06-2024 06:40	30-06-2024 06:42
30-06-2024	METER_FIRST_BREATH	1000000	FD12345	Paltan Bazar Feeder	Paltan Bazar	Guwahati -1	30-06-2024 10:55	30-06-2024 10:57
30-06-2024	METER_LAST_GASP	1000000	FD12346	Paltan Bazar Feeder	Paltan Bazar	Guwahati -2	30-06-2024 11:15	30-06-2024 11:17
30-06-2024	METER_FIRST_BREATH	1000000	FD12345	Paltan Bazar Feeder	Paltan Bazar	Guwahati -1	30-06-2024 15:30	30-06-2024 15:32
30-06-2024	METER_LAST_GASP	1000000	FD12346	Paltan Bazar Feeder	Paltan Bazar	Guwahati -2	30-06-2024 15:50	30-06-2024 15:52
30-06-2024	METER_FIRST_BREATH	1000000	FD12345	Paltan Bazar Feeder	Paltan Bazar	Guwahati -1	30-06-2024 20:05	30-06-2024 20:07
30-06-2024	METER_LAST_GASP	1000000	FD12346	Paltan Bazar Feeder	Paltan Bazar	Guwahati -2	30-06-2024 20:25	30-06-2024 20:27
30-06-2024	METER_FIRST_BREATH	1000000	FD12345	Paltan Bazar Feeder	Paltan Bazar	Guwahati -1	30-06-2024 23:45	30-06-2024 23:47

					
